time,physical,total_energy,walltime
1702.7608087177,12015403008,392.09697593029,1565.21874
1703.0809044234,12015849472,389.79304200195,1565.516278
1703.401000129,12017815552,388.31982322914,1565.929594
1703.7210958347,12018638848,387.19514393258,1566.329343
1704.0411915404,12019351552,386.26267018454,1566.726894
1704.5213350989,12018458624,385.331213108,1567.118068
1705.2415504367,12018880512,384.07356871893,1567.432082
1705.9617657745,12020129792,382.62523239833,1567.881178
1706.6819811123,12022161408,381.42739560169,1568.301547
1707.40219645,12021923840,380.51921998718,1568.684628
1708.4825194567,12023017472,379.25374121941,1569.224946
1709.5628424634,12023824384,378.0898186947,1569.707536
1710.6431654701,12023115776,377.12906722947,1570.12082
1711.7234884767,12024942592,376.41261216744,1570.534804
1712.8038114834,12025462784,375.7484730056,1570.940321
1713.8841344901,12026273792,374.99098209011,1571.382157
1714.9644574967,12026904576,374.36945844534,1571.805985
1716.5849420067,12027916288,373.54874809321,1572.316792
1718.2054265168,12028731392,372.64331673521,1572.796
1719.8259110268,12029022208,371.93206038833,1573.110592
1721.4463955368,12030259200,371.32246000447,1573.574651
1723.0668800468,12031053824,370.62804726591,1574.056343
1724.6873645568,12031967232,369.76285703363,1574.527161
1726.3078490668,12032860160,368.97390165111,1574.931439
1727.9283335768,12033495040,368.34387247073,1575.327917
1729.5488180868,12034179072,367.7895655356,1575.727016
1731.1693025968,12034654208,367.29404565208,1576.099628
1733.6000293618,12035260416,366.60585089886,1576.477339
1736.0307561268,12036562944,365.94613887991,1576.928846
1738.4614828918,12037267456,365.33038906064,1577.33593
1740.8922096568,12038234112,364.74050598177,1577.746693
1743.3229364218,12039049216,364.17437085209,1578.145072
1745.7536631868,12039704576,363.6453823731,1578.514863
1749.3997533344,12040896512,362.86651360112,1579.097306
1751.7332510288,12043382784,362.3670268219,1580.994127
1754.0667487232,12044947456,361.70815625773,1581.589518
1755.9335468787,12046659584,361.10822356737,1581.99397
1757.8003450342,12047347712,360.6303195113,1582.367721
1760.6005422675,12047790080,360.012599137,1582.743027
1764.8008381174,12048367616,359.17114767512,1583.177443
1769.0011339674,12049281024,358.40434587699,1583.621659
1773.2014298173,12050128896,357.68109080742,1584.166099
1777.4017256672,12051030016,357.00448863617,1584.682038
1780.0899150112,12055732224,356.62043685327,1591.684119
1782.7781043552,12057501696,356.1288454255,1592.213019
1785.4662936991,12058140672,355.63231822415,1592.610879
1788.1544830431,12058726400,355.21923510212,1592.97886
1792.186767059,12059267072,354.65956176157,1593.381162
1796.219051075,12059549696,354.13884887245,1593.786891
1800.2513350909,12060729344,353.54927458619,1594.505191
1803.4771623036,12061376512,353.01379590612,1594.917608
1806.7029895164,12060446720,352.56279420596,1595.323227
1809.9288167291,12061573120,352.13913463996,1595.694399
1814.7675575483,12062482432,351.5342194371,1596.211177
1817.8643516725,12068257792,351.18821965575,1605.394165
1820.9611457967,12068884480,350.73580009741,1605.883088
1824.057939921,12068556800,350.2606091527,1606.290272
1827.1547340452,12069240832,349.85088315273,1606.678579
1831.7999252316,12071256064,349.29838489969,1607.10155
1836.4451164179,12071931904,348.7498996628,1607.529563
1841.0903076043,12072493056,348.21020674102,1607.916153
1848.0580943838,12073209856,347.42175799812,1608.39926
1855.0258811634,12073869312,346.66881283361,1608.935825
1861.9936679429,12074512384,345.95505503221,1609.469001
1868.9614547224,12075819008,345.26310486253,1610.119216
1872.5289615536,12082372608,344.80177199191,1623.630726
1875.3829670185,12083593216,344.3355964804,1624.044812
1879.6639752158,12084654080,343.77292214018,1624.508896
1883.9449834132,12085014528,343.28725114033,1624.936604
1890.3664957092,12085522432,342.65163815161,1625.488327
1896.7880080052,12085964800,342.08533677105,1625.975828
1901.925217842,12092399616,341.68133881926,1634.615362
1905.2130321376,12099579904,341.3336091127,1651.503044
1908.5008464332,12100726784,340.89588884134,1652.012592
1911.7886607287,12101574656,340.52882376384,1652.428387
1916.7203821721,12102144000,340.03014694222,1652.851339
1924.1179643371,12101410816,339.38460044284,1653.313719
1930.0360300691,12106907648,338.92316677995,1660.193124
1933.0660797239,12115156992,338.72355368196,1682.012017
1935.4901194477,12120207360,338.56579056248,1689.708003
1937.9141591716,12121235456,338.23857870394,1690.199446
1940.3381988954,12122042368,337.82894503364,1690.65535
1942.7622386192,12122578944,337.55618898041,1691.035224
1946.398298205,12123328512,337.22666741477,1691.442062
1951.8523875836,12124028928,336.80005644018,1691.852279
1956.2156590865,12127846400,336.4947440072,1698.113749
1959.7062762888,12133449728,336.22417480125,1705.744949
1962.4987700507,12135051264,335.91961368481,1706.201745
1965.2912638125,12135596032,335.53839051611,1706.636587
1968.0837575744,12136124416,335.17038939393,1707.063361
1970.8762513362,12136648704,334.92650400187,1707.458124
1972.6634473438,12140195840,334.81386724557,1712.960688
1974.4506433514,12142223360,334.50791622731,1713.448289
1976.237839359,12143120384,334.01761595514,1713.78408
1978.0250353666,12144209920,333.63251873948,1714.160424
1979.8122313742,12144553984,333.34332092832,1714.506263
1982.4930253856,12145098752,332.9505600132,1714.954672
1985.1738193969,12145950720,332.52248278707,1715.350046
1987.8546134083,12146577408,332.23646729075,1715.697416
1991.8758044254,12147482624,331.9509460293,1716.079469
1995.0927572391,12154204160,331.71791147293,1721.618402
1997.66631949,12155723776,331.24558853032,1722.034685
2000.2398817409,12157104128,330.94202224817,1722.393943
2004.1002251173,12156133376,330.61543641789,1722.735677
2009.8907401819,12157321216,330.18955859831,1723.112955
2015.6812552465,12157833216,329.78625929191,1723.512865
2021.471770311,12158627840,329.39914089661,1723.854683
2027.030664773,12166119424,329.07585620626,1735.257405
2030.5883572287,12175753216,328.79114491529,1749.781014
2034.1460496844,12176429056,328.43976181134,1750.171268
2037.7037421401,12176998400,328.18805224686,1750.535995
2043.0402808236,12177346560,327.8444723508,1750.931427
2047.3095117704,12180303872,327.59578212852,1757.737684
2050.7248965279,12185890816,327.28784682611,1765.126452
2054.1402812853,12187115520,326.958476932,1765.552314
